intern_id,sprints_done,sprints_total,tasks_completed,tasks_assigned,meetings_attended,meetings_total,code_review_score,deadline_met_percentage,attendance_percentage,punctuality,performance
RX2527,3,6,8,9,15,20,39.95,78.55,72.6,1,medium
RX2528,4,5,10,12,17,19,17.94,16.81,60.13,1,medium
RX2529,1,5,2,8,9,17,,58.47,54.85,0,low
RX2530,2,6,8,14,1,19,36.43,48.46,0.88,0,low
RX2531,4,4,6,9,14,20,65.07,92.61,100.0,0,high
RX2532,4,4,11,12,12,16,55.14,59.38,82.03,1,high
RX2533,6,6,12,13,19,21,100.0,92.71,72.61,1,high
RX2534,2,6,3,14,9,18,35.49,35.86,62.57,0,low
RX2535,2,7,2,10,7,16,46.46,38.76,69.87,0,low
RX2536,3,6,4,8,15,24,37.87,58.26,28.66,0,medium
RX2537,1,7,3,14,3,23,45.03,43.53,,1,low
RX2538,3,7,5,13,4,18,15.97,51.01,,0,low
RX2539,2,5,4,11,12,22,66.92,65.54,51.6,1,low
RX2540,2,4,11,13,15,18,84.35,91.43,72.6,0,medium
RX2541,5,6,5,10,15,18,35.43,49.95,80.85,1,medium
RX2542,3,4,9,13,21,21,68.39,88.36,67.7,1,high
RX2543,2,5,2,8,12,22,54.0,39.51,,1,low
RX2544,6,6,8,10,14,16,92.19,83.42,78.47,1,high
RX2545,3,5,9,10,19,24,83.08,96.41,97.83,1,high
RX2546,4,5,7,11,12,17,55.04,54.21,24.93,0,medium
RX2547,3,7,6,10,15,24,90.11,57.4,52.19,0,low
RX2548,1,5,7,12,3,15,41.32,89.86,61.66,1,low
RX2549,2,4,6,9,7,15,100.0,49.27,88.48,1,medium
RX2550,2,7,4,8,5,16,92.0,48.87,52.15,0,low
RX2551,1,5,3,9,9,16,17.46,0.0,44.11,0,low
RX2552,2,5,13,14,20,21,71.64,100.0,56.37,0,medium
RX2553,4,6,7,8,17,20,57.24,86.68,95.84,1,high
RX2554,5,7,8,8,13,18,78.83,36.25,100.0,1,high
RX2555,1,4,1,9,5,21,15.91,100.0,56.44,0,low
RX2556,4,6,9,11,18,23,100.0,99.86,27.76,1,medium
RX2557,1,4,3,8,8,15,77.87,48.71,36.87,1,low
RX2558,4,6,11,13,17,24,56.94,93.55,84.0,0,high
RX2559,1,7,2,9,10,18,27.65,45.08,92.51,0,low
RX2560,2,5,5,11,21,22,26.1,83.83,60.68,1,medium
RX2561,2,5,3,8,12,22,0.0,47.51,76.74,1,low
RX2562,4,7,8,12,17,18,72.22,70.79,43.51,1,medium
RX2563,1,5,3,12,3,21,100.0,94.88,73.67,0,low
RX2564,1,4,3,9,5,21,100.0,47.28,100.0,1,low
RX2565,1,4,1,8,2,22,6.36,100.0,79.64,0,low
RX2566,2,4,8,12,17,23,96.92,42.36,99.25,1,medium
RX2567,2,5,4,8,10,18,11.82,38.79,100.0,0,low
RX2568,2,5,4,8,7,16,17.16,51.03,53.33,0,low
RX2569,2,6,5,9,2,21,0.0,84.45,100.0,0,low
RX2570,2,6,8,14,2,23,31.47,35.24,68.61,0,low
RX2571,6,7,7,11,18,22,78.15,91.56,6.34,1,high
RX2572,5,7,8,13,17,19,74.07,77.58,41.82,0,medium
RX2573,3,4,10,13,18,21,67.79,44.91,63.45,0,high
RX2574,2,4,8,9,12,17,77.8,67.05,87.07,0,medium
RX2575,1,5,6,13,9,18,24.54,16.21,61.99,0,low
RX2576,3,5,8,9,11,17,67.06,93.48,,1,medium
RX2577,3,7,7,14,23,24,87.52,23.21,48.31,1,medium
RX2578,5,5,10,10,19,21,67.07,37.54,100.0,1,high
RX2579,6,7,7,11,15,20,63.85,90.33,52.64,1,high
RX2580,6,6,9,13,18,23,100.0,87.64,71.5,1,high
RX2581,7,7,9,9,22,24,77.63,53.43,0.0,1,high
RX2582,2,4,7,10,13,20,73.34,15.1,63.61,0,medium
RX2583,6,7,11,13,19,20,42.86,82.44,100.0,1,medium
RX2584,1,4,6,10,4,15,11.5,63.57,60.61,1,low
RX2585,3,5,9,10,16,17,40.95,79.94,53.11,1,medium
RX2586,2,5,2,8,2,23,81.97,40.82,,1,low
RX2587,1,5,5,11,10,16,62.16,71.17,50.45,0,low
RX2588,3,4,6,13,10,18,59.02,50.08,,0,medium
RX2589,5,7,8,9,11,18,44.33,50.26,47.44,1,medium
RX2590,4,5,7,10,17,22,77.32,81.68,,0,high
RX2591,3,7,4,13,3,16,47.52,0.0,4.58,1,low
RX2592,3,5,5,8,19,22,82.83,66.37,55.79,1,medium
RX2593,2,6,4,8,13,22,82.42,100.0,35.66,1,low
RX2594,2,4,7,9,8,17,0.0,92.62,55.46,1,medium
RX2595,3,6,9,12,17,21,62.79,41.78,,0,medium
RX2596,6,7,11,12,14,16,70.27,49.54,48.75,1,medium
RX2597,5,6,6,9,21,21,46.84,78.63,49.95,0,high
RX2598,4,5,7,12,11,15,52.14,76.32,78.51,0,medium
RX2599,2,6,5,12,5,15,0.0,100.0,61.33,0,low
RX2600,3,5,9,9,16,19,56.27,71.71,80.72,0,high
RX2601,1,4,3,9,11,20,,29.73,17.22,1,low
RX2602,1,6,4,14,10,21,50.74,54.47,28.72,0,low
RX2603,3,7,7,8,15,22,58.05,50.9,17.63,0,medium
RX2604,3,4,11,12,13,15,33.15,65.21,73.29,0,high
RX2605,3,5,8,9,13,20,49.59,92.02,88.26,0,medium
RX2606,3,6,9,13,12,24,41.5,41.89,28.81,1,medium
RX2607,2,5,10,12,15,16,22.82,12.68,41.51,1,medium
RX2608,4,6,5,10,10,20,55.61,73.04,99.25,0,medium
RX2609,2,4,8,11,21,22,77.44,89.16,84.39,0,high
RX2610,6,7,9,11,12,18,57.96,83.85,76.72,1,high
RX2611,4,5,9,11,13,18,72.89,100.0,58.35,0,high
RX2612,1,5,5,11,12,20,63.08,82.21,41.52,0,low
RX2613,3,5,10,13,13,16,86.72,58.37,63.11,1,medium
RX2614,3,6,10,11,15,18,59.74,34.76,59.69,0,medium
RX2615,1,4,2,13,6,24,23.42,97.37,40.13,0,low
RX2616,5,6,11,14,16,19,100.0,91.58,91.05,1,high
RX2617,1,4,6,11,8,22,0.0,54.78,74.4,0,low
RX2618,2,4,7,8,18,22,67.88,100.0,58.76,1,medium
RX2619,1,7,6,10,7,22,0.0,64.65,57.48,0,low
RX2620,3,7,7,12,18,20,18.35,31.93,56.57,0,medium
RX2621,4,6,4,8,8,15,38.5,100.0,74.21,1,medium
RX2622,4,5,7,14,12,21,40.22,52.87,78.2,1,medium
RX2623,3,5,8,10,11,20,68.36,44.34,64.31,0,medium
RX2624,4,7,11,13,16,23,75.7,58.91,44.62,1,medium
RX2625,1,7,4,8,3,20,81.88,82.67,60.54,1,low
RX2626,2,7,7,14,5,16,85.72,76.9,79.29,0,low
RX2627,3,6,7,13,8,16,94.26,100.0,,0,medium
RX2628,3,5,7,10,16,18,37.83,82.13,62.18,1,high
RX2629,3,4,9,14,15,22,66.26,83.26,42.12,1,high
RX2630,1,4,4,9,12,21,66.37,17.11,59.42,0,low
RX2631,5,7,7,9,18,23,72.83,55.93,83.15,1,high
RX2632,4,5,7,8,18,23,52.38,100.0,58.89,1,high
RX2633,4,7,9,12,10,15,55.48,74.28,32.16,1,medium
RX2634,3,5,4,9,19,23,53.5,59.38,83.87,1,medium
RX2635,1,5,3,8,2,15,,100.0,74.09,0,low
RX2636,5,6,10,14,16,22,53.14,75.15,80.92,1,high
RX2637,2,5,1,14,13,20,28.52,67.6,69.68,1,low
RX2638,1,4,5,14,2,20,37.1,64.93,49.75,0,low
RX2639,6,6,11,13,24,24,35.94,100.0,98.52,1,high
RX2640,3,4,6,11,12,23,90.12,100.0,100.0,0,medium
RX2641,4,6,9,12,11,17,56.58,96.76,71.28,1,high
RX2642,1,7,4,12,1,20,30.88,30.42,93.22,0,low
RX2643,4,6,7,11,22,23,81.53,83.46,86.51,1,high
RX2644,1,5,4,9,12,19,55.72,20.69,56.13,0,low
RX2645,4,5,7,9,16,17,59.1,77.02,89.08,1,high
RX2646,1,4,4,11,14,22,100.0,40.58,100.0,1,low
RX2647,5,7,7,8,10,15,100.0,100.0,73.62,1,medium
RX2648,4,6,8,10,18,19,60.23,85.81,63.82,1,medium
RX2649,2,4,6,9,16,20,76.56,61.0,100.0,1,high
RX2650,3,6,1,14,2,16,0.0,50.08,55.95,0,low
RX2651,3,5,9,10,19,22,62.96,95.08,100.0,0,medium
RX2652,1,6,2,11,3,24,93.33,100.0,25.09,0,low
RX2653,3,4,7,13,11,20,,78.3,86.87,0,medium
RX2654,5,6,9,9,15,15,60.6,59.22,82.49,1,high
RX2655,2,5,7,10,14,23,79.39,54.3,36.74,1,medium
RX2656,3,4,9,12,16,24,63.42,100.0,51.59,1,medium
RX2657,5,7,8,12,13,18,78.71,64.83,93.9,0,high
RX2658,5,5,8,10,12,15,51.67,68.39,86.75,0,high
RX2659,5,6,8,11,23,24,59.6,60.19,74.92,1,high
RX2660,4,4,11,14,16,22,30.89,79.82,62.14,0,high
RX2661,3,4,7,13,12,15,91.53,48.96,43.87,1,medium
RX2662,4,4,6,9,13,18,32.16,71.32,96.58,1,high
RX2663,3,4,4,8,14,18,74.07,83.01,100.0,1,medium
RX2664,2,4,5,10,19,22,53.15,48.3,84.15,1,medium
RX2665,4,5,10,14,11,17,78.44,29.74,100.0,1,high
RX2666,5,7,8,8,14,16,94.99,31.58,81.98,1,high
RX2667,4,5,7,12,18,19,4.99,82.48,65.26,1,medium
RX2668,5,6,9,9,18,22,100.0,68.28,83.82,1,high
RX2669,2,5,4,8,18,22,54.13,36.71,57.52,0,medium
RX2670,4,4,10,10,11,16,79.55,72.61,48.58,1,high
RX2671,1,4,3,13,12,23,4.94,56.56,71.52,0,low
RX2672,3,7,9,11,18,24,62.81,54.34,48.48,1,medium
RX2673,4,7,6,10,17,19,50.55,36.27,80.16,1,medium
RX2674,2,6,2,10,6,15,22.33,33.12,40.78,0,low
RX2675,7,7,13,13,18,21,77.36,79.53,40.2,1,high
RX2676,6,7,10,10,15,22,52.29,65.99,80.27,0,high
RX2677,1,4,3,10,6,22,0.0,66.58,36.6,0,low
RX2678,2,6,6,14,1,24,66.83,0.0,48.85,1,low
RX2679,3,6,3,11,10,21,49.08,0.0,96.45,0,low
RX2680,5,6,6,12,14,20,70.88,94.81,36.03,0,medium
RX2681,3,4,8,11,13,22,68.99,68.5,98.65,0,medium
RX2682,3,4,11,12,14,21,94.68,66.77,28.78,1,high
RX2683,2,5,9,13,13,23,79.65,26.33,27.26,0,medium
RX2684,2,6,5,11,9,24,50.69,100.0,52.84,0,low
RX2685,1,5,3,13,7,19,51.21,31.56,0.0,0,low
RX2686,2,4,9,10,15,20,52.37,70.59,60.08,1,high
RX2687,2,5,3,8,6,20,91.04,89.26,33.8,0,low
RX2688,6,6,7,8,13,15,76.48,62.45,100.0,1,high
RX2689,2,5,6,10,3,16,35.46,28.98,35.22,0,low
RX2690,5,6,12,13,14,18,,93.49,,0,medium
RX2691,1,4,4,14,4,15,54.53,63.5,18.17,0,low
RX2692,2,7,3,8,8,18,91.07,45.87,84.02,0,low
RX2693,2,4,5,8,16,21,74.23,77.22,33.96,1,medium
RX2694,5,5,9,12,19,22,90.63,63.67,100.0,1,high
RX2695,4,5,8,12,14,19,73.22,24.2,100.0,1,medium
RX2696,2,6,5,14,14,24,98.91,50.24,40.01,0,low
RX2697,1,4,1,13,2,20,31.39,77.78,49.96,1,low
RX2698,5,7,9,10,16,19,65.02,50.12,77.23,1,high
RX2699,2,5,8,9,16,22,57.25,52.53,100.0,1,medium
RX2700,5,7,11,12,18,24,100.0,55.34,51.89,1,high
RX2701,3,4,10,11,22,24,,60.12,65.2,1,high
RX2702,1,4,4,9,9,24,59.86,25.4,62.14,0,low
RX2703,3,4,8,13,22,23,68.22,76.48,56.73,1,medium
RX2704,4,5,6,11,13,19,44.17,58.42,0.0,1,medium
RX2705,3,6,5,11,9,15,50.49,100.0,72.4,0,medium
RX2706,1,5,5,13,9,21,53.31,52.6,58.81,1,low
RX2707,1,7,4,11,3,24,0.0,54.81,74.99,0,low
RX2708,3,5,6,13,11,16,65.87,85.98,58.19,0,medium
RX2709,3,7,12,13,18,24,41.64,53.37,64.53,1,medium
RX2710,5,6,6,9,8,16,38.86,100.0,87.06,0,medium
RX2711,1,4,5,13,4,18,16.97,77.27,72.92,1,low
RX2712,4,7,5,8,20,21,41.63,100.0,77.38,1,high
RX2713,2,4,7,9,22,23,74.24,100.0,100.0,1,high
RX2714,6,7,12,13,12,18,,62.3,13.74,1,medium
RX2715,4,5,6,8,16,20,57.49,56.96,59.0,1,high
RX2716,4,6,8,8,24,24,87.1,59.37,100.0,1,high
RX2717,1,7,2,8,3,17,78.73,94.33,34.77,1,low
RX2718,4,6,9,14,12,18,,91.08,58.75,1,high
RX2719,4,5,10,12,13,17,68.24,73.93,85.35,1,high
RX2720,2,5,1,10,6,19,,80.68,37.04,1,low
RX2721,1,4,3,8,2,17,51.26,50.78,53.4,0,low
RX2722,5,6,9,14,17,19,,52.67,90.42,0,medium
RX2723,3,4,8,13,14,24,,74.54,48.63,0,medium
RX2724,6,6,8,10,21,23,61.29,70.29,,1,high
RX2725,5,5,12,12,11,17,42.1,47.4,100.0,1,high
RX2726,6,7,4,8,12,22,72.9,36.6,52.95,1,medium
RX2727,1,5,4,14,1,22,100.0,74.41,64.19,0,low
RX2728,6,7,9,12,18,24,0.0,41.54,59.76,1,medium
RX2729,6,6,6,9,12,16,53.33,89.89,93.09,1,high
RX2730,4,5,7,11,12,16,36.21,61.29,89.15,1,medium
RX2731,4,4,7,10,15,15,42.91,39.53,67.32,0,high
RX2732,2,5,1,8,1,17,54.14,22.88,73.27,1,low
RX2733,5,5,13,13,19,19,68.59,75.51,,1,high
RX2734,3,5,7,10,15,16,54.0,95.42,95.06,1,medium
RX2735,3,4,5,11,15,16,77.69,83.25,31.96,1,medium
RX2736,5,6,11,12,18,23,80.27,65.32,70.25,1,high
RX2737,2,5,4,14,12,19,27.23,48.96,0.13,1,low
RX2738,3,4,6,8,13,18,30.28,53.43,72.88,1,medium
RX2739,3,6,9,12,13,21,63.59,25.55,38.82,1,medium
RX2740,3,5,6,9,15,22,77.29,100.0,29.75,1,medium
RX2741,4,5,9,11,21,24,93.53,40.0,68.65,0,high
RX2742,1,4,5,9,11,21,0.0,65.68,12.59,0,low
RX2743,6,7,10,11,17,22,45.72,100.0,57.36,0,medium
RX2744,3,6,4,10,2,16,74.0,53.59,0.0,1,low
RX2745,4,6,8,8,18,23,68.78,94.92,,0,high
RX2746,5,6,9,13,11,17,71.5,90.22,100.0,1,high
RX2747,4,5,12,14,17,17,77.38,94.92,82.82,1,high
RX2748,5,5,7,11,17,23,83.59,68.98,62.76,1,high
RX2749,5,6,4,8,9,19,91.29,66.06,84.07,1,medium
RX2750,4,5,6,13,16,24,37.76,78.34,48.29,1,medium
RX2751,2,4,11,14,17,22,92.83,57.89,,1,medium
RX2752,2,5,5,12,2,23,59.63,53.1,48.11,0,low
RX2753,2,6,6,10,12,19,100.0,60.23,51.83,1,low
RX2754,3,4,9,14,17,20,0.0,49.85,28.11,1,medium
RX2755,3,7,8,11,18,21,60.77,100.0,8.48,0,medium
RX2756,1,4,5,10,2,16,44.11,82.19,49.83,1,low
RX2757,3,6,9,12,15,23,67.97,42.66,83.87,0,medium
RX2758,3,5,9,12,15,24,73.44,55.48,91.6,1,medium
RX2759,3,5,8,8,20,24,64.67,62.01,80.71,1,high
RX2760,4,4,11,14,15,16,77.66,73.25,79.73,0,high
RX2761,2,5,7,12,12,19,0.0,100.0,74.92,0,low
RX2762,2,7,2,9,3,20,42.06,41.13,58.88,1,low
RX2763,1,5,2,9,4,22,26.25,82.18,58.89,0,low
RX2764,4,4,5,8,12,17,74.09,100.0,,0,high
RX2765,4,7,6,12,11,17,13.62,20.53,64.16,1,medium
RX2766,5,7,8,12,10,17,71.63,32.35,82.21,0,medium
RX2767,1,6,4,14,2,22,38.61,73.18,33.24,0,low
RX2768,1,4,2,14,6,15,26.2,60.28,84.75,0,low
RX2769,3,5,6,12,13,22,38.22,80.63,97.04,0,medium
RX2770,1,4,3,14,5,18,38.46,22.29,60.07,0,low
RX2771,5,6,11,14,12,21,52.75,54.2,62.64,1,medium
RX2772,7,7,11,11,17,23,100.0,86.63,96.03,1,high
RX2773,7,7,8,11,15,19,42.59,100.0,70.49,1,high
RX2774,4,6,9,10,16,18,100.0,68.33,100.0,1,high
RX2775,3,5,7,12,15,17,80.72,52.33,50.55,0,medium
RX2776,4,5,8,13,18,24,100.0,100.0,62.03,1,medium
RX2777,2,5,5,14,3,22,100.0,33.95,,0,low
RX2778,4,7,11,13,13,20,29.44,55.05,50.48,1,medium
RX2779,3,7,2,11,7,22,0.0,23.5,59.02,0,low
RX2780,6,6,10,13,18,24,65.05,70.99,88.74,1,high
RX2781,4,7,8,9,13,19,100.0,83.64,100.0,1,high
RX2782,6,7,6,11,19,23,0.0,64.02,60.64,0,medium
RX2783,2,5,8,9,18,19,63.95,5.99,53.68,1,medium
RX2784,4,5,11,14,11,16,14.63,22.42,66.48,1,medium
RX2785,4,5,7,10,17,21,45.41,74.22,98.46,1,high
RX2786,5,7,7,10,19,20,81.09,86.89,77.25,1,high
RX2787,5,6,7,12,20,24,18.27,81.29,82.31,1,medium
RX2788,6,6,8,9,22,22,84.0,74.44,74.32,1,high
RX2789,5,5,10,11,15,15,100.0,57.94,79.74,1,high
RX2790,2,4,4,9,13,19,100.0,25.91,37.81,0,medium
RX2791,3,7,7,14,14,18,39.89,78.26,72.48,1,medium
RX2792,5,7,12,12,22,23,50.68,63.85,76.63,0,high
RX2793,5,5,9,10,12,17,73.28,65.47,55.4,1,high
RX2794,1,5,5,9,1,21,34.73,64.43,27.97,1,low
RX2795,5,6,7,8,20,21,56.52,38.76,20.19,0,medium
RX2796,1,5,1,11,1,20,26.56,36.88,18.19,1,low
RX2797,1,5,8,14,3,22,37.82,45.5,36.19,0,low
RX2798,3,7,4,8,6,20,35.82,49.37,100.0,1,low
RX2799,4,6,11,12,17,21,71.1,21.44,92.81,1,high
RX2800,4,6,7,12,12,21,91.66,98.91,80.97,1,medium
RX2801,3,6,5,13,14,22,86.39,68.15,55.01,0,low
RX2802,3,4,10,14,12,18,43.38,99.26,100.0,1,high
RX2803,3,5,7,10,10,15,92.15,100.0,22.49,1,medium
RX2804,3,7,8,11,11,16,60.76,70.56,83.42,0,medium
RX2805,2,4,12,14,19,22,27.36,53.05,100.0,0,medium
RX2806,1,4,7,13,6,15,0.0,76.04,,0,low
RX2807,2,4,8,11,12,19,46.39,96.12,50.73,1,medium
RX2808,3,5,10,14,17,21,44.57,67.73,88.96,1,high
RX2809,4,7,7,10,18,20,56.6,56.29,51.92,0,medium
RX2810,1,7,3,9,7,20,71.43,51.01,22.15,1,low
RX2811,3,7,4,14,6,22,11.47,77.1,100.0,0,low
RX2812,3,4,6,11,17,20,58.93,99.18,81.58,0,medium
RX2813,2,6,2,12,8,19,27.7,85.3,64.98,1,low
RX2814,2,5,7,8,17,19,100.0,7.24,52.63,0,medium
RX2815,3,7,8,10,15,24,26.49,9.59,27.35,0,medium
RX2816,2,6,6,14,2,20,69.56,81.79,54.85,0,low
RX2817,6,6,14,14,15,22,85.21,78.41,87.96,1,high
RX2818,6,7,11,11,18,19,88.61,100.0,100.0,1,high
RX2819,3,4,7,12,20,24,25.0,89.47,75.19,1,medium
RX2820,6,7,9,10,16,21,,50.88,81.1,0,high
RX2821,3,4,9,12,19,22,76.74,87.84,79.39,1,high
RX2822,5,7,7,10,14,15,58.14,83.62,53.14,1,high
RX2823,3,6,10,13,20,24,37.18,73.62,54.11,1,medium
RX2824,1,4,3,8,11,18,2.5,47.92,41.23,1,low
RX2825,4,4,11,12,14,20,60.62,100.0,88.67,1,high
RX2826,3,4,7,8,20,22,57.8,66.3,46.15,0,medium
RX2827,5,5,11,13,14,15,,85.98,83.4,1,high
RX2828,3,6,7,10,12,21,72.6,4.89,59.24,0,medium
RX2829,1,4,2,8,6,23,0.0,100.0,15.74,0,low
RX2830,2,5,8,9,15,21,87.23,73.82,68.37,0,medium
RX2831,2,6,4,9,1,16,10.45,46.36,,1,low
RX2832,4,4,5,8,15,22,53.13,85.75,100.0,1,high
RX2833,5,6,10,13,20,21,55.54,73.74,68.05,0,medium
RX2834,3,4,4,9,15,24,48.44,61.42,65.18,1,medium
RX2835,2,5,7,8,7,15,91.66,52.3,48.63,0,medium
RX2836,3,6,8,14,9,17,100.0,7.69,66.95,0,low
RX2837,1,5,6,12,8,19,50.22,5.72,100.0,0,low
RX2838,5,5,13,13,17,22,75.79,70.42,57.61,1,high
RX2839,4,7,11,12,9,19,88.71,28.42,69.33,0,medium
RX2840,2,6,5,9,12,19,12.61,69.49,9.32,1,low
RX2841,2,4,6,13,20,22,65.44,61.58,55.41,0,medium
RX2842,4,5,11,14,20,22,68.05,100.0,56.5,1,medium
RX2843,5,7,7,10,13,22,42.1,89.74,57.37,0,medium
RX2844,2,7,8,13,12,24,69.7,49.93,50.67,1,low
RX2845,1,5,4,9,8,24,24.22,84.14,23.64,0,low
RX2846,6,7,10,13,16,24,75.86,97.26,82.8,1,high
RX2847,3,6,8,12,17,22,71.34,24.83,42.87,0,medium
RX2848,5,6,6,12,12,22,29.24,77.64,100.0,1,medium
RX2849,7,7,9,9,20,21,6.69,54.2,86.88,1,high
RX2850,3,5,5,11,8,16,20.59,83.36,44.08,1,medium
RX2851,5,6,13,14,14,16,54.16,100.0,64.68,1,high
RX2852,3,4,10,13,18,24,100.0,77.89,80.75,0,high
RX2853,2,4,6,8,9,16,57.95,64.97,45.88,1,medium
RX2854,1,6,4,9,9,19,,36.04,33.7,0,low
RX2855,1,4,2,12,7,18,66.13,82.63,43.68,0,low
RX2856,2,6,1,14,2,15,82.89,11.36,26.02,0,low
RX2857,4,4,7,10,14,18,100.0,78.07,83.51,1,high
RX2858,1,4,7,13,9,15,49.63,14.76,37.25,0,low
RX2859,3,4,8,9,10,20,77.5,42.46,28.63,0,medium
RX2860,4,5,4,8,10,21,72.68,14.8,81.4,1,medium
RX2861,2,5,8,10,15,22,82.61,52.74,99.37,0,medium
RX2862,4,7,10,12,12,17,73.26,80.12,58.37,1,high
RX2863,3,5,8,13,12,18,85.43,66.13,,1,medium
RX2864,2,5,4,13,10,20,0.0,19.24,26.28,1,low
RX2865,3,5,7,9,15,19,30.52,69.7,100.0,1,high
RX2866,1,4,4,9,7,24,28.03,12.46,89.28,1,low
RX2867,5,6,9,11,16,19,74.68,100.0,5.45,1,high
RX2868,3,6,5,10,2,22,67.02,47.87,33.0,1,low
RX2869,4,6,10,13,16,18,57.86,51.1,89.47,1,high
RX2870,6,7,11,13,19,20,72.94,62.83,96.11,1,high
RX2871,4,6,13,14,12,16,29.76,49.95,90.01,1,medium
RX2872,4,5,9,12,12,15,71.61,59.63,83.97,1,high
RX2873,5,6,8,11,16,22,60.01,50.99,86.27,0,high
RX2874,6,6,6,9,23,23,72.72,70.06,60.79,0,high
RX2875,5,7,8,13,14,17,83.45,79.64,78.37,0,medium
RX2876,2,4,5,10,10,17,75.43,96.58,46.26,1,medium
RX2877,3,5,9,10,8,17,50.32,42.57,61.82,0,medium
RX2878,4,7,9,13,13,18,44.81,21.82,,0,medium
RX2879,1,4,1,10,4,19,75.63,0.0,62.77,1,low
RX2880,3,6,5,9,6,23,19.78,9.83,25.05,1,low
RX2881,1,4,2,8,1,24,61.99,44.09,0.0,0,low
RX2882,1,6,4,10,7,22,69.48,37.72,45.72,0,low
RX2883,5,6,10,10,15,17,96.46,87.29,100.0,0,high
RX2884,3,6,5,11,11,22,32.11,95.02,34.69,1,medium
RX2885,4,6,8,12,15,22,51.77,82.28,83.99,1,high
RX2886,3,6,1,11,4,17,61.28,66.27,74.57,0,low
RX2887,5,6,5,8,11,20,39.25,53.52,66.51,1,medium
RX2888,3,5,13,13,22,22,46.8,55.53,100.0,0,high
RX2889,4,5,8,10,13,18,55.08,57.68,80.87,1,medium
RX2890,1,4,2,12,2,17,100.0,61.1,54.06,1,low
RX2891,3,6,5,11,12,22,42.22,68.75,81.55,1,medium
RX2892,4,5,6,10,16,24,50.88,100.0,63.82,0,medium
RX2893,7,7,9,10,19,21,100.0,59.58,78.09,0,high
RX2894,2,4,9,13,18,21,93.76,73.93,63.88,1,medium
RX2895,4,4,6,8,19,20,82.59,97.52,83.53,1,high
RX2896,6,6,10,14,20,21,67.69,83.6,92.23,1,high
RX2897,3,5,8,13,17,22,61.43,97.95,50.57,1,medium
RX2898,4,5,10,12,16,18,64.54,67.17,76.41,0,high
RX2899,3,4,4,9,13,22,54.93,77.18,13.03,1,medium
RX2900,4,6,7,8,21,24,100.0,35.54,67.45,0,high
RX2901,4,5,7,10,13,15,47.52,40.12,64.83,0,medium
RX2902,2,5,6,12,15,22,,0.0,69.36,1,medium
RX2903,4,7,9,13,21,22,6.98,0.0,87.53,1,medium
RX2904,4,5,10,12,11,19,57.17,100.0,77.12,0,medium
RX2905,6,6,11,11,22,23,100.0,67.28,100.0,1,high
RX2906,2,5,8,13,11,17,76.68,100.0,42.95,1,medium
RX2907,1,5,3,14,2,21,83.68,52.78,48.44,0,low
RX2908,2,4,5,11,10,16,28.14,84.6,100.0,1,medium
RX2909,5,7,5,10,7,15,66.81,52.24,92.62,0,medium
RX2910,4,5,11,13,16,20,44.25,55.18,100.0,1,high
RX2911,4,7,11,12,22,23,77.41,56.54,92.57,1,medium
RX2912,1,7,1,14,6,17,42.81,57.88,86.98,0,low
RX2913,2,5,9,11,14,16,54.17,63.68,52.75,1,medium
RX2914,3,4,11,13,16,21,58.57,45.81,,1,high
RX2915,1,7,5,9,4,16,24.81,57.51,52.77,0,low
RX2916,3,4,6,13,10,21,69.83,57.53,54.03,0,medium
RX2917,3,5,12,12,13,15,60.82,70.22,81.64,0,high
RX2918,1,6,6,12,10,18,100.0,78.93,64.13,0,low
RX2919,2,4,10,13,22,24,79.43,54.72,83.0,1,high
RX2920,1,4,1,9,3,16,,87.56,89.02,0,low
RX2921,3,5,12,13,14,16,49.85,63.93,98.94,1,high
RX2922,3,6,8,12,12,18,38.09,56.46,32.15,0,medium
RX2923,1,7,6,10,12,22,0.0,82.69,36.7,0,low
RX2924,2,4,11,13,23,24,79.2,72.34,,1,medium
RX2925,5,6,10,10,14,17,71.23,99.62,100.0,1,high
RX2926,3,5,10,10,14,15,58.33,77.0,88.84,1,high
RX2927,1,7,8,13,5,18,48.56,80.07,23.18,1,low
RX2928,4,5,6,8,18,19,,74.34,54.27,0,medium
RX2929,7,7,6,9,21,22,97.48,76.28,75.65,1,high
RX2930,3,7,6,11,11,23,16.8,68.79,64.74,1,low
RX2931,2,5,7,9,12,24,100.0,35.14,90.59,1,medium
RX2932,4,7,7,8,18,19,83.59,89.92,49.46,1,high
RX2933,4,7,8,10,18,19,42.23,27.63,100.0,1,medium
RX2934,3,5,10,13,12,16,64.53,84.04,42.27,1,medium
RX2935,2,5,12,13,14,20,57.51,58.68,44.48,0,medium
RX2936,6,6,7,10,11,15,65.88,65.06,66.37,1,high
RX2937,3,6,9,12,8,15,100.0,84.87,26.22,0,medium
RX2938,1,4,4,9,11,19,47.46,74.06,50.47,0,low
RX2939,4,7,7,12,14,18,45.6,31.49,40.87,1,medium
RX2940,3,6,9,14,15,24,86.39,83.83,28.9,0,medium
RX2941,4,5,8,9,16,18,63.0,47.44,71.71,0,medium
RX2942,3,7,4,9,9,17,95.15,100.0,66.07,0,medium
RX2943,5,5,13,13,14,15,92.17,100.0,75.16,1,high
RX2944,4,4,10,10,16,17,76.17,88.05,90.59,1,high
RX2945,6,7,10,12,23,24,92.28,84.95,63.8,0,high
RX2946,1,4,1,8,5,16,59.15,62.04,53.34,0,low
